Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,,Henry's constant: mol/(m^3 Pa),,D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
VEDGES_clean,3.87307,5.5477,3978.57,0.55076,,0.912972799,,1.23E-08,0,0
VEDGIW_clean,3.75288,5.21674,3975.2,0.55086,,0.915932468,,1.39E-08,4.40E-08,0
VEDVUW_clean,3.64518,4.81206,1340.9,0.48778,,0.702885116,,6.73E-08,1.45E-22,1.20E-22
VEFCEQ_clean_h,3.47995,4.0009,2347.6,0.42832,,0.094922225,,0,0,0
VEFJOG_charged,2.02127,4.90456,2511.92,0.38874,,2.259650542,,0,0,0
VEFLUP_clean,2.42203,4.95274,836.729,0.51554,,1.139237426,,6.77E-16,0,0
VEFMAW_charged,9.135,14.03542,12337.7,0.62654,,0.989558558,,0,0,0
VEGBUG_clean,9.04202,26.32219,31182.6,0.82704,,0.040222266,,0,0,0
VEGCAN_clean,8.94581,26.25808,30951,0.82702,,0.041305895,,4.45E-241,1.34E-244,7.02E-234
VEGMIE01_charged,4.53275,6.39279,2955.67,0.4816,,0.748524756,,0,0,1.60E-08
VEGMIE_charged,4.69755,6.65364,2994.17,0.50244,,0.75655902,,0,0,8.71E-09
VEGMOK01_charged,4.6681,6.3206,2972.48,0.50044,,0.901003276,,0,0,9.47E-09
VEGMOK02_charged,4.6592,6.63866,2989.82,0.50412,,0.854305929,,0,0,9.11E-09
VEGMOK03_charged,4.6814,6.59307,3011.77,0.5093,,0.866297873,,0,0,9.41E-09
VEGMOK04_charged,4.65174,6.68877,2982.51,0.5057,,0.923197034,,0,0,9.29E-09
VEGMOK_charged,4.64458,6.33102,2960.98,0.5044,,0.815723611,,0,0,1.74E-08
VEGXIQ01_clean,1.92708,2.60465,3749.78,0.34004,,0.855722405,,0,0,0
VEGXIQ_clean,1.95291,2.61684,3815.56,0.346,,0.87118614,,2.00E-23,0,0
VEGXOW_clean,1.91834,2.56442,3667.34,0.3329,,0.770623863,,1.61E-21,0,0
VEGXUC_clean,1.91089,2.5532,3638.27,0.33014,,0.727039948,,9.07E-22,0,0
VEHJID01_clean,6.44858,8.48694,2932.39,0.77128,,0.038128188,,8.11E-08,9.18E-08,7.71E-08
VEHJID_clean,5.37598,6.92531,2922.02,0.64478,,0.478064554,,2.22E-08,0,1.43E-08
VEHJOJ_clean,7.02,11.14297,8707.49,0.77186,,0.050231646,,1.47E-07,1.42E-07,1.43E-07
VEHJUP_clean,7.08517,11.17671,8761.56,0.76956,,0.054437382,,1.30E-07,1.32E-07,1.01E-07
VEHKAW_charged,2.15703,5.57048,1858.27,0.51872,,0.989347494,,1.51E-24,0,0
VEHKIE_SL,4.2798,14.42531,6456.76,0.68324,,0.207958001,,1.08E-07,1.07E-07,1.08E-07
VEHKOK_charged,4.98876,6.27385,10677.4,0.57442,,0.517028404,,0,1.07E-07,1.52E-07
VEHLAW_clean,3.33739,4.59806,2086.51,0.57618,,0.598756104,,0,1.08E-07,1.57E-274
VEHLEA01_clean,2.83971,4.20136,1962.93,0.54634,,0.708501096,,0,1.64E-10,2.80E-20
VEHLEA02_clean,2.54303,3.7425,1892.58,0.53516,,1.939319756,,0,0,2.11E-14
VEHLEA_clean,2.92978,4.33805,1986.41,0.5526,,0.715728738,,0,9.78E-10,4.52E-19
VEHLIE_clean,3.61074,5.12614,4575.53,0.61072,,0.324446993,,1.87E-07,0,0
VEHNAZ_charged,6.86278,11.50588,8395.95,0.66098,,0.140168797,,0,5.82E-10,1.28E-07
VEHNED_clean,2.4558,4.14882,2706.73,0.46432,,0.175468039,,0,2.17E-15,1.62E-22
VEHPUU_clean,5.33799,5.99356,1642.11,0.47496,,0.104894764,,9.23E-10,0,0
VEHRIL_clean,3.69374,8.39027,3856.1,0.68616,,0.063046759,,2.95E-08,3.92E-08,2.76E-08
VEHROR_charged,2.99716,8.85944,3908.88,0.53712,,0.084638036,,5.77E-58,0,0
VEHXEN_clean,7.27621,9.25889,36787.2,0.74478,,0.024572777,,0,0,0
VEHYUE_clean,3.01887,6.02036,5284.53,0.48184,,0.093055796,,0,5.53E-41,9.09E-10
VEJHEZ_clean,6.24437,9.0955,39837.2,0.76378,,0.061040429,,0,0,0
VEJHID_clean,7.70295,11.95861,11422.5,0.79016,,0.037982118,,1.81E-07,1.81E-07,1.81E-07
VEJYIT01_clean,4.82674,5.66459,5753.94,0.64478,,0.213555934,,1.69E-08,0,1.64E-13
VEJYIT_clean,4.92911,6.04422,5706.62,0.63762,,0.232353217,,8.92E-08,0,0
VEJYOZ_clean,5.72813,8.08263,6024.13,0.65664,,0.459008214,,7.80E-09,7.77E-09,1.70E-13
VEJYUF01_clean,2.20915,4.98405,4373.32,0.531,,1.381944373,,0,0,0
VEJYUF02_clean,2.09893,4.91827,4253.19,0.52504,,1.920231361,,0,0,0
VEJYUF_clean,2.02238,4.44293,4342.2,0.5061,,5.262109685,,0,0,0
VEJZEQ_clean,2.40982,5.586,7178.86,0.45922,,21.5727567,,0,0,0
VEJZIU_clean,7.09847,11.95392,14210.8,0.6794,,0.144712163,,1.33E-08,1.37E-08,1.51E-08
VEJZOA_clean,2.06905,14.40221,23787.2,0.50412,,2692661.393,,2.21E-110,7.99E-111,2.40E-112
VEJZUG_clean,2.06905,14.40221,23787.2,0.50786,,1300058.933,,5.18E-108,9.07E-109,2.30E-110
VELBAQ_clean,6.80292,8.20053,5647.14,0.65148,,0.408770851,,0,6.84E-09,6.82E-09
VELVEO_clean,3.13141,3.43094,963.299,0.41092,,25.58073774,,1.98E-08,0,0
VELVIS_clean,2.34137,5.5477,7214.56,0.4589,,22.89144097,,0,0,0
VELVOY_clean,3.1341,11.43005,4905.2,0.58066,,0.313327125,,1.58E-11,1.63E-11,1.58E-11
VEMDAT_clean,4.30526,5.53034,6067.5,0.48228,,1.58261311,,0,0,5.43E-09
VEMMAC_clean,5.49231,6.74943,1567.27,0.66036,,0.219463749,,2.11E-09,1.31E-08,4.37E-22
VEMMEG_clean,5.59813,6.73324,1630.46,0.67314,,0.176756275,,9.39E-09,1.38E-08,5.33E-17
VEMMIK_clean,12.77643,13.69883,2707.44,0.74642,,0.065934495,,8.47E-09,6.59E-09,8.49E-09
VEMMOQ_clean,8.42193,8.65485,2130.11,0.66946,,0.184091791,,8.98E-67,6.85E-08,0
VEMSUC01_clean,3.47108,4.79244,3712.32,0.52426,,1.149342477,,0,0,0
VEMSUC_clean,3.49366,4.79335,3704,0.52484,,1.146430499,,0,0,0
VEPDEB_charged,2.71296,4.74627,4655.47,0.46068,,0.784337818,,0,4.58E-129,1.04E-123
VEQBID_clean,4.65542,6.24621,3871.53,0.50622,,0.144678918,,1.91E-08,0,0
VEQBOJ_charged,3.24609,4.98124,5823.71,0.39872,,0.039654146,,6.82E-08,0,0
VEQBUP_charged,3.3325,5.1565,5852.37,0.39408,,0.047960468,,6.77E-08,0,0
VEQCAW_charged,3.31234,5.14971,5830.38,0.39544,,0.050464116,,6.99E-08,0,0
VEQCEA_charged,3.36556,5.19996,5878.66,0.4019,,0.053697443,,6.61E-08,0,0
VERPOZ_clean,3.5196,5.03269,17099.5,0.40942,,2.520823609,,0,0,0
VERZEZ_clean,2.51741,3.02884,819.265,0.43416,,0.011929647,,2.94E-262,1.27E-13,0
VERZID_clean,2.54433,3.00022,775.864,0.41494,,0.017431281,,3.63E-240,1.09E-12,0
VERZOJ_clean,2.56736,2.95545,754.945,0.40496,,0.011294202,,2.53E-181,3.95E-12,0
VERZUP_clean,2.52256,2.97843,774.757,0.414,,0.019946352,,5.98E-260,4.42E-13,0
VESBAY_clean,2.53715,3.0111,769.711,0.41244,,0.036378866,,0,5.30E-13,0
VETMIS_clean,11.57817,17.74316,33152.2,0.85422,,0.029174196,,0,0,0
VETSOE_charged,12.43259,20.50846,32429,0.74684,,0.309955211,,0,0,0
VETTAR_charged,12.07858,20.04432,30772.4,0.74296,,0.456750855,,0,0,0
VETTIZ_charged,12.84337,21.23343,33129.5,0.76014,,0.41589596,,0,0,0
VETTOE_clean,4.33594,5.06969,2127.38,0.64498,,0.461705406,,1.23E-08,1.03E-08,2.08E-08
VETTUK_clean,2.43045,5.5543,7717.29,0.46756,,1.780798353,,0,0,0
VETVAS_manual,2.56402,5.58801,7836.64,0.47446,,1.714594671,,0,0,0
VEWKUF_clean,10.21456,11.55157,12627.7,0.76958,,0.076935083,,4.10E-09,1.42E-170,1.47E-08
VEWLAM_clean,14.57885,16.4366,12470.3,0.82084,,0.042326229,,1.55E-08,6.80E-09,9.54E-09
VEWXAY_clean,4.40917,5.78742,8701.61,0.62652,,0.605350225,,4.24E-08,9.58E-09,6.33E-11
VEXTUO_manual,5.2967,8.73021,4793.24,0.64278,,0.190579613,,2.57E-10,3.31E-10,3.76E-10
VEXVAW_clean,5.32869,9.38007,4876.38,0.65554,,0.258031149,,4.86E-08,1.50E-08,4.88E-08
VEXYON_charged,5.93104,11.56396,6429.67,0.68846,,0.371205901,,1.37E-08,1.34E-08,1.35E-08
VEYREX_clean,3.51978,4.66105,3385.03,0.52814,,1.020458776,,8.30E-27,1.66E-28,4.58E-08
VEYREY_clean,6.48937,12.70734,14646,0.58002,,0.41934073,,0,0,7.17E-09
VEYVEC_clean,3.01893,3.52016,2788.97,0.43664,,27.11777385,,1.48E-08,2.36E-15,0
VEYWED_clean,3.98426,5.40913,11432.6,0.51708,,0.824646796,,0,5.18E-09,4.84E-09
VEZMIY_clean,3.33033,4.31895,10414.7,0.48608,,2.074707704,,0,0,0
VEZMOE_clean,3.38863,4.24906,10394.3,0.48742,,2.086692163,,0,0,0
VEZQAT_clean,2.80761,4.02774,13977.8,0.5009,,20.71919836,,0,0,0
VEZQEX_clean,3.06368,3.86597,2435.15,0.38116,,129.5114343,,0,0,0
VEZWEE_clean,2.47498,6.30526,9526.38,0.5222,,6.819254417,,0,0,0
VIBHAQ_clean,2.62242,4.51487,6733.25,0.47772,,1.760764622,,0,0,1.14E-08
VICDOC_clean,3.64753,4.45926,2134.03,0.4845,,4.155711332,,8.58E-08,1.39380000000000e-319,0
VICLAW_clean,5.68041,6.93835,10079.9,0.49414,,0.217029305,,1.48E-08,0,0
VICSIL_clean,3.80056,4.8658,1933.28,0.52262,,0.725644799,,1.18E-08,7.36E-09,1.60E-62
VICYOX_clean,3.13478,3.84732,1062.21,0.45486,,2.422930964,,1.81E-103,1.19E-21,4.31E-09
VICYUD_clean,3.71164,5.44186,3927.96,0.53602,,1.047399602,,4.83E-08,9.89E-18,2.81E-17
VIDJID_clean,9.42391,11.0125,4333.53,0.7414,,1.675414493,,1.28E-09,9.13E-10,1.18E-07
VIDVUB_clean,6.52654,9.01714,4575.57,0.73326,,0.084481343,,9.04E-08,7.45E-08,2.80E-08
VIDWAI_clean,3.12328,3.85682,1173.24,0.48222,,5.755332366,,1.56E-88,1.17E-08,8.93E-09
VIDWIQ_clean,3.6681,4.38257,2551.7,0.49958,,6.086782417,,0,0,0
VIDXOX_clean,5.21792,6.06077,1398.72,0.5697,,0.142440335,,8.93E-10,1.01E-08,0
VIFBOD_clean,4.09588,5.70276,1342.23,0.5429,,0.245008554,,1.58E-09,1.33E-08,0
VIFBUJ_clean,2.23492,5.71136,2254.14,0.45704,,1.127881124,,0,0,5.71E-11
VIGDIY_clean,3.73882,4.49987,7147.77,0.44092,,0.704905771,,0,0,1.09E-07
VIGNOQ_clean,3.49105,7.23868,3504.44,0.56766,,0.093254823,,4.80E-08,4.51E-55,4.16E-32
VIGRIO_clean,2.43539,3.36419,1544.34,0.34542,,2.77523927,,0,0,0
VIJNIN_clean,3.4217,13.57147,8824.33,0.6364,,8.067658562,,0,3.95E-09,0
VILXOE_clean,4.27772,5.14619,1289.9,0.526,,0.951716622,,6.78E-08,0,0
VIMRAM_clean,7.20958,9.24681,6582.19,0.60692,,0.219767702,,1.15E-08,4.11E-09,3.73E-08
VINHEH_charged,2.98976,6.55161,5117.53,0.45294,,0.253412927,,0,1.07E-08,0
VINHIL_clean,6.98765,8.63359,6355.54,0.73696,,0.020895937,,0,8.41E-08,2.58E-08
VINHOR_clean,7.22125,9.90441,12184.1,0.74262,,0.015377261,,1.27E-07,6.13E-08,0
VINROZ_clean,3.80257,4.38917,794.924,0.75446,,0.010867365,,1.25E-07,1.23E-07,1.40E-07
VIPXUO_clean,2.78668,3.75088,2056.76,0.46976,,2.230299771,,1.05E-41,0,0
VIPYOK_clean,3.7886,4.38596,1672.95,0.45312,,0.821685061,,0,6.48E-08,0
VIPZAX_clean,3.35281,4.55651,1846.37,0.48556,,0.483379427,,3.33E-08,1.36E-10,0
VIQFIL_clean,7.26252,7.61533,1406.33,0.58472,,0.024348894,,0,4.63053000000000e-319,5.58E-08
VIQQUJ_clean,3.59429,4.31765,3876.73,0.5081,,4.579601432,,0,1.01E-07,0
VIRKIQ_clean,4.17745,4.91986,843.855,0.53698,,0.294586058,,7.00E-08,2.14E-49,0
VIRPOC_clean,4.41546,7.79819,4005.61,0.5994,,0.193841233,,7.38E-08,7.64E-08,6.11E-08
VIRQAO_clean,2.74722,3.80726,737.215,0.48044,,0.62886524,,1.78E-12,2.03E-119,0
VIRQES_clean,3.51674,3.87125,578.388,0.43434,,0.497968428,,0,8.64E-69,0
VIRVEY_clean,5.49777,7.01077,4440.47,0.71292,,0.074651782,,4.27E-09,8.87E-08,7.63E-08
VIRXIF_clean,5.48002,5.95055,2570.99,0.54348,,0.660809317,,0,0,4.71E-09
VISTOG_clean,2.82038,4.77298,1719.35,0.57704,,0.06548155,,2.85E-09,7.20E-20,1.60E-19
VITKUG_charged,1.9312,3.90088,1866.84,0.40448,,2.14518101,,0,0,0
VITYOO_clean,5.80722,8.79574,5791.21,0.62904,,0.284877062,,4.76E-09,0,4.77E-08
VITYUU_clean,5.48642,7.0161,1611.06,0.50242,,0.465157883,,0,3.37E-08,8.83E-182
VITZAB_clean,5.44464,6.93479,1615.24,0.50574,,0.501248989,,0,3.55E-08,4.02E-175
VITZEF_clean,5.55088,7.11347,1609.79,0.50268,,0.489018127,,0,3.35E-08,2.03E-239
VITZIJ_clean,5.39587,6.61025,1597.52,0.5033,,0.551021823,,0,6.33E-08,4.04E-199
VIVLAP_clean,2.46029,4.1236,1137.17,0.49878,,3.065199055,,0,2.74E-88,1.68E-87
VIVXOP_clean,4.49591,6.59514,5104.85,0.53238,,0.394002972,,0,0,2.46E-13
VIWHUG_clean,3.13123,4.63963,2666.16,0.40948,,0.90311428,,1.61E-08,0,0
VIWKIX_clean,4.76056,6.75344,4998.13,0.59108,,0.115532654,,9.19E-09,1.80E-159,0
VIWKOD_clean,4.64442,6.6918,4962.79,0.58694,,0.115662304,,9.86E-09,5.41E-157,0
VIWLAQ_clean,4.34499,6.59581,4810.6,0.57492,,0.129288047,,1.58E-08,1.80E-188,0
VIWLEU_clean,4.29616,6.39131,4844.97,0.57196,,0.121513428,,1.14E-08,1.89E-179,0
VIWLIY_clean,3.50809,5.38913,4396.35,0.53972,,0.279182955,,1.33E-08,3.74E-37,0
VIWLOE_clean,3.37969,5.27374,4340.84,0.53394,,0.281700779,,7.51E-09,5.59E-36,0
VIWMAR_clean,3.47137,5.34748,4351.31,0.5362,,0.284238439,,1.29E-08,9.06E-39,0
VIWMEV_clean,3.21364,5.33074,4324.88,0.5269,,0.297815675,,1.13E-08,3.59E-37,0
VIWMIZ_clean,4.12239,9.3822,16379.5,0.60464,,2.404376868,,2.36E-09,3.42E-08,2.36E-09
VIWMOF_clean,4.57831,9.93843,16982.5,0.6186,,2.74457889,,2.76E-09,2.77E-09,2.84E-09
VIWQUP_clean,7.5065,8.6343,20482.8,0.56364,,0.921064809,,1.52E-09,6.81E-15,0
VIWRAW_clean,6.83018,17.2219,39386.9,0.77032,,0.046650172,,5.96E-09,4.43E-09,6.94E-09
VIWZOR_clean,3.64947,6.54718,2260.59,0.61832,,0.265844984,,5.25E-08,4.69E-08,7.87E-08
VIXBAG_clean,2.23178,3.52466,1386.27,0.49496,,3.787333623,,6.12E-17,0,3.21E-16
VIXCUB_clean,4.37012,5.25251,3530.42,0.62852,,0.117809884,,0,6.46E-08,1.10E-07
VIXGAM01_clean,3.36633,5.32698,616.117,0.52144,,0.268165919,,6.01E-09,1.15E-47,7.82E-42
VIXGAM_clean,3.35452,5.32156,616.517,0.5243,,0.261031094,,5.52E-09,1.56E-50,7.40E-37
VIXGEQ_clean,3.28477,5.22925,613.935,0.52136,,0.256885768,,1.39E-08,3.52E-40,6.18E-45
VIXLEU_clean,2.58517,8.02313,43814,0.43874,,0.156086399,,0,0,0
VIXPUP01_clean,6.48692,10.5965,15560.5,0.7497,,0.170333994,,0,0,0
VIXPUP_clean,6.06882,10.59187,15389.7,0.73904,,0.204394028,,0,0,0
VIXTUT_clean,2.72956,3.7816,1915.19,0.40282,,5.063219626,,0,0,0
VIXVUV_clean,2.45345,4.26359,2154.07,0.41564,,11.56156575,,0,0,7.05E-15
VIXWEF_clean,6.73876,12.45774,30782,0.75254,,0.068909679,,4.08E-08,4.01E-08,4.03E-08
VIXZUZ_clean,2.91132,5.40423,1115.33,0.51858,,0.955424177,,4.03E-56,0,0
VIYMAT_clean,4.58519,5.49283,1807.91,0.55626,,0.343950929,,4.84E-08,5.05E-08,0
VIYSON_clean,3.57933,4.8687,4206.48,0.51448,,2.485805899,,0,0,0
VIYSUT_clean,2.91551,5.27676,4509.13,0.55498,,1.099198745,,0,3.36E-11,0
VIYTAA_clean,3.68745,4.92797,4217.72,0.52222,,2.503306273,,1.45E-07,0,0
VIYVIK_clean,3.55194,4.87785,4180.48,0.51794,,2.744609505,,0,0,0
VIYZIO01_clean,2.66757,4.1582,1699.54,0.40154,,10.96504266,,0,0,0
VIYZIO_clean,2.66986,4.15252,1699.54,0.40568,,12.9870828,,0,0,0
VIZMUO_clean,2.64712,3.90141,6778.89,0.44412,,190.2953015,,0,0,1.33E-10
VIZQEC_clean,2.91941,5.15634,5764.43,0.49132,,5.514734858,,0,1.59E-08,0
VIZSOO_clean,4.26824,10.16295,10379.4,0.70782,,0.353735109,,3.63E-27,5.05E-18,1.81E-08
VIZSUU_clean,7.30593,8.83576,47406.1,0.71692,,0.073091335,,0,0,0
VIZTIJ_clean,5.86365,8.56954,16005,0.61234,,0.129599927,,0,8.50E-09,0
VOBGAW_clean,3.29524,4.26474,7062.68,0.40276,,0.804784568,,4.70E-08,4.77E-08,0
VOBGEA_clean,3.29257,4.25773,7015.75,0.3969,,0.818998781,,3.07E-08,3.09E-08,0
VOBKAA_clean,4.34323,5.41274,2981.48,0.5822,,0.47800391,,0,3.44E-08,9.23E-09
VOBQEK_clean,3.28125,4.34124,872.754,0.5153,,1.21246207,,4.21E-08,2.17E-163,0
VOBRUB_clean,3.41657,3.87408,2200.45,0.4911,,2.162280816,,1.61E-46,0,3.70E-08
VOCCOH_clean,2.86126,5.75221,2304.16,0.50874,,0.844925272,,0,2.02E-08,0
VOCKUT_clean,2.22352,4.58397,1462.4,0.3957,,3.457248338,,0,0,0
VOCNOQ_clean,3.07225,4.34027,5656.25,0.38238,,2.173686555,,9.83E-08,3.53E-187,7.03E-201
VOCPEK_clean,3.24612,4.21872,6968.17,0.39484,,0.855947258,,2.19E-08,2.19E-08,0
VOCQAF_clean,3.55056,4.13871,3845.85,0.42128,,4.498679155,,0,0,6.85E-08
VOCQEJ_clean,3.50376,4.12967,3826.11,0.42142,,4.534688687,,0,0,6.57E-08
VODPOU_clean,2.47667,3.63915,5385.17,0.39552,,0.368309575,,3.19E-12,8.32E-16,0
VODQIP_clean,5.84464,7.05774,3818.95,0.60984,,1.290051764,,0,5.41E-09,0
VODSEM_clean,4.56542,5.1882,2273.24,0.55054,,0.026205769,,1.83E-07,0,5.66975233200000e-314
VOFFED_clean,5.52623,6.14145,8090.91,0.434,,0.165405789,,0,0,1.16E-08
VOFREP_uncharged,9.80476,10.82298,2731.59,0.87974,,0.006445237,,3.70E-08,1.01E-07,6.84E-08
VOFVIW_clean,4.47006,7.14093,1105.75,0.65194,,0.635725023,,1.05E-08,6.12E-08,1.37E-09
VOGPEO_clean,6.67415,10.85662,15579,0.70532,,0.39180147,,3.38E-09,3.58E-224,6.51E-09
VOGTIV_clean_h,10.82124,12.21323,1321.59,0.64332,,0.153290441,,8.81E-09,0,0
VOHQEO_clean,3.23883,5.82156,778.893,0.48654,,18.00253225,,1.13E-08,7.99E-09,1.90E-22
VOHQIS_clean,3.35836,5.19841,2254.55,0.48834,,32.34213882,,1.41E-33,8.90E-08,1.72E-14
VOJGOS_clean,4.62123,5.96509,2086.13,0.60812,,0.956452359,,1.28E-08,5.76E-08,4.53E-08
VOKJIQ_clean,2.75042,4.68281,1314.34,0.4058,,1773.095057,,0,0,6.32E-12
VOKNAM_clean,3.73219,5.12401,20291.2,0.43736,,5.299462951,,4.09E-08,0,0
VOLNUH_clean,8.00506,10.07032,41374.1,0.69594,,0.767549868,,0,0,0
VOLPET_clean,5.97611,9.06758,4070.64,0.75104,,0.059219086,,5.72E-08,1.88E-08,1.67E-08
VOLQOD_clean,8.5761,10.72381,10851.6,0.71052,,0.369513957,,0,7.47E-10,2.90E-09
VOLRAQ01_clean,11.1352,11.70727,35488.4,0.8305,,0.019629318,,3.54E-08,1.03E-08,8.02E-09
VOMMAN_clean,2.3354,3.59225,1190.61,0.31918,,56.7846003,,0,3.95E-290,0
VOMNIW_clean,3.40322,4.31199,1335.38,0.49282,,1.053611245,,2.27E-08,2.76E-08,0
VONBIK_clean,2.42671,4.41099,5154.14,0.4155,,0.963555574,,3.94E-59,0,0
VONBUW_clean,2.40872,4.53061,3195.01,0.36738,,5.026661152,,0,0,0
VONCIM_clean,8.25944,9.42819,2767.39,0.5574,,3.61669712,,2.55E-65,0,4.62E-09
VONCOS_clean,8.87366,9.94697,3498.5,0.57052,,2.74646353,,3.65E-58,0,7.02E-09
VONDEJ_clean,4.48072,5.00474,1873.02,0.45958,,1.338576975,,0,0,0
VONDIN_clean,3.6555,4.84322,4095.98,0.42828,,27.81934131,,9.06E-09,0,0
VONDOT_clean,4.19909,4.92993,2313.33,0.45304,,2.889850812,,0,0,0
VONROH_clean,3.12243,3.82544,3565.49,0.44248,,0.742211183,,1.99E-08,0,0
VONRUN_clean,3.04958,3.70892,3535.48,0.39322,,3.149569824,,2.28E-08,0,0
VONSAU_clean,3.01896,3.6322,3467.84,0.37966,,3.306720362,,1.75E-08,0,0
VONSEY_clean,2.986,3.59524,3410,0.37918,,3.244928384,,1.14E-08,0,0
VOPCEK_clean,5.17574,5.55511,5142.16,0.50622,,3.768164375,,0,0,3.08E-09
VOPCIO_clean,7.73326,8.72952,12628.6,0.59744,,0.693898828,,8.66E-09,0,0
VOPHUF_clean,2.56575,4.12661,2303.76,0.33912,,1.524908233,,0,1.88E-127,0
VOPPAT_clean,2.44145,4.97286,7405.72,0.45334,,46.15627284,,0,0,0
VOQWUV_clean,2.75724,4.17749,6143.46,0.40234,,14.57674794,,0,0,0
VOQXIK_clean,5.92555,7.60754,7827.55,0.68352,,0.738893846,,1.80E-09,1.13E-09,0
VORBUA_clean,2.40028,3.48534,1106.42,0.44802,,0.333436355,,3.28E-104,3.27E-104,0
VORHER_clean,6.49473,12.5333,26005.4,0.59682,,1.917365681,,0,0,1.16E-07
VOSTUU_clean,6.39191,8.00247,6959.92,0.56884,,2.311697194,,2.15E-11,2.38E-25,3.65E-09
VOSVAC_clean,6.12754,6.90488,8542.56,0.43088,,0.652158389,,0,0,2.17E-08
VOSVEG_clean,4.90083,11.11458,11582.3,0.54776,,5.467218253,,0,0,0
VOSWIL_clean,8.35996,8.77317,7398.6,0.53416,,0.10202739,,6.60E-08,0,7.28E-60
VOTKEW_clean,3.48424,4.76013,3750.49,0.50344,,1.20709858,,0,0,3.96E-08
VOTMAS_clean,2.7646,4.48156,1800.37,0.39466,,1.124466628,,0,0,2.60E-08
VOVKUO_clean,6.799,8.03724,4187.64,0.64928,,0.083014715,,3.18E-08,0,3.08E-290
VOVLAV_clean,6.64622,6.98528,4423.45,0.63536,,0.241778082,,1.37E-08,0,6.43E-57
VOVQEE_clean,4.77378,5.96296,3019.09,0.65972,,0.086509274,,2.19E-07,1.56E-07,1.58E-07
VOXKIE_clean,3.27207,6.01285,4011.5,0.57542,,0.550856352,,0,8.52E-52,0
VOXQOQ_clean,3.4554,5.5011,4066.62,0.52788,,0.559760569,,1.02E-50,0,3.65E-08
VOXTOT_clean,9.95743,21.21528,36511.8,0.68338,,7.759292762,,5.72E-12,4.34E-12,6.04E-12
VOXTUZ_clean,4.52568,5.4194,2252.67,0.57918,,4.225663314,,3.52E-09,1.75E-08,4.20E-09
VOXVAH_clean,5.1425,5.71877,4668.05,0.57118,,0.756653856,,3.55E-08,2.53E-08,2.37E-08
VOXVEL_clean,4.11872,6.47408,3516.06,0.53966,,0.786939109,,0,3.64E-09,0
VOXYUE_clean,3.4631,4.11318,2242.15,0.557,,0.107367453,,4.90E-09,0,6.18E-09
VOYGOH_clean,6.12683,7.99876,22315,0.74216,,0.052994076,,0,0,0
VOYLUS_clean,2.11458,5.08236,4440.93,0.44328,,2.045324593,,0,0,0
VOYWUB_clean_h,2.27935,2.92993,1148.3,0.39432,,0.009967001,,3.38E-18,1.68E-86,0
VOYXUE_clean,4.31257,5.49793,11831.9,0.42302,,0.737780629,,0,5.31E-09,0
VOZVAJ01_clean,5.10258,7.50916,14894.3,0.58734,,0.191782448,,0,0,0
VOZVEN01_clean,5.08759,8.58935,15090.6,0.57804,,0.517493932,,0,0,0
VOZVIR01_clean,4.99966,8.82942,15615.2,0.60882,,0.114664777,,0,0,0
VUCCON_clean,2.70759,5.68086,2818.96,0.45354,,0.597822137,,1.27E-09,6.42E-09,0
VUCCUT_clean,2.7548,5.6866,2801.83,0.45446,,0.628330146,,0,2.13E-09,0
VUCDAA_clean,2.81224,5.73924,2815.5,0.45642,,0.593344779,,0,5.64E-09,0
VUCDEE_clean,2.76962,5.68688,2776.31,0.44794,,0.674695806,,2.46E-09,1.65E-08,0
VUCTOE_clean,3.14396,3.80268,1304.72,0.39414,,0.559121343,,3.74E-08,1.37E-62,6.32E-291
VUCTUK_clean,3.54946,3.94807,582.859,0.43406,,0.685263874,,2.92E-08,3.40E-59,0
VUDQOB_clean,4.42716,6.2217,2798.87,0.54916,,0.875920626,,1.46E-70,0,0
VUDXID_clean,8.2574,10.16676,5936.84,0.72264,,0.074594879,,6.11E-38,2.60E-31,3.09E-08
VUFBEE_clean,3.59322,4.31878,1418.72,0.56958,,0.26772098,,0,2.24E-08,4.75E-11
VUGWUR_clean,6.2406,7.44626,2108.78,0.54018,,14.45284816,,3.43E-09,0,0
VUGXAY_clean,6.14005,7.65739,2086.81,0.53634,,14.94723982,,2.41E-09,0,0
VUGXEC_clean,6.1561,7.33905,2082.3,0.53468,,15.51932172,,8.92E-09,0,0
VUGXIG_clean,6.36995,7.9023,2103.64,0.53986,,14.6892276,,3.79E-09,0,0
VUGXOM_clean,6.28554,7.66364,2074.7,0.53448,,14.6425892,,4.42E-09,0,0
VUGXUS_clean,6.36592,7.92997,2104.13,0.53594,,13.54156011,,2.18E-09,0,0
VUGYAZ_clean,6.31786,7.77221,2064.63,0.53284,,13.12391435,,3.12E-08,0,0
VUGYED_clean,6.45813,7.84522,2068.88,0.53308,,12.22880064,,3.14E-08,0,0
VUGYIH_clean,6.12973,7.6501,2079.23,0.5362,,15.46377389,,2.47E-09,0,0
VUHGAH_clean,2.2596,4.7769,1629.75,0.45382,,3.960138858,,0,0,2.33E-20
VUHJAK_clean,4.20301,4.29777,3144.68,0.37696,,4.361900479,,0,0,0
VUHMOC_clean,5.15903,8.64048,15329.7,0.5828,,0.854294786,,0,3.54E-09,0
